"","sp500","nasdaq","s.fin","s.tech","s.hc","s.energy","s.ind","s.cd","s.cs","s.util","s.mat","s.bio"
"2016-12-09",3884480000,953200,95677300,12307500,12100200,8974800,7939600,4801600,14415900,16018900,4492400,6275600
"2016-12-12",4034510000,796000,85143200,9585100,15018100,16130200,9519600,5942200,9935900,21980100,4737500,5082600
"2016-12-13",3857590000,1032400,113420700,13967000,11041400,16028600,8280900,4824200,10452400,20217000,4637300,3838800
"2016-12-14",4406970000,1083200,142995800,17915000,11682200,19851400,19782900,8457300,25363200,28353900,9369200,6348000
"2016-12-15",4168200000,731700,110426000,11570000,8210100,20251800,12262100,6109400,16154500,17821600,6431000,4662600
"2016-12-16",5920340000,1274000,83096500,10565700,8239600,16655800,9427500,9823700,15356900,20119000,5148900,5392300
"2016-12-19",3248370000,527900,73717600,6627000,9318300,7113200,5982900,3786100,7523200,11650200,3202300,5211600
"2016-12-20",3298780000,604600,60793600,5706500,4885000,8982100,5011400,4034200,15316900,8663100,4426400,2839000
"2016-12-21",2852230000,387400,37738000,4623700,5432300,8102700,4649000,2702800,6553100,8444200,3280100,3347800
"2016-12-22",2876320000,365900,37796100,11105200,4458400,10970400,4642700,4461000,6537200,7465200,3315400,4866900
"2016-12-23",2020550000,372100,18272500,6342200,4182700,6385700,5100800,2741200,6473900,7777700,2157400,4679000
"2016-12-27",1987080000,261500,38241100,6840700,5141200,10008900,3499400,6101100,13378500,13134400,3886500,3813000
"2016-12-28",2392360000,853200,30834400,7777600,4558800,8093700,8982400,3857700,8643600,8829300,3077800,3728000
"2016-12-29",2336370000,483700,39251800,4796500,5539200,6630500,7708400,2545300,10299400,14677800,2863500,3768900
"2016-12-30",2670900000,548700,44761200,8501600,6649000,8853300,6932300,4809100,8049900,14027700,4929900,4429900
"2017-01-03",3770530000,614600,71259900,13940600,11792900,24623100,21592200,14050500,21730000,18880700,7737500,7084600
"2017-01-04",3764890000,612500,45092200,7223100,9174500,11185500,8889300,5493800,9144600,14550500,4542300,10308600
"2017-01-05",3761820000,626300,62201100,5502900,5979300,11141200,9850900,4396700,12312500,16306400,3903000,4448500
"2017-01-06",3339890000,615200,38060800,8750600,5769300,7410500,12124500,6538100,9092400,10967200,2947100,7476400
"2017-01-09",3217610000,639900,34022400,8313500,5749600,10905500,5863800,3829900,6873200,13847200,7100600,8756600
"2017-01-10",3638790000,833900,46212100,7735800,10320500,9660800,8237800,5174800,10344300,11224200,2844200,7156500
"2017-01-11",3620410000,484100,48001200,7586500,23742000,13127000,11113700,5388700,12087500,13397700,6599900,15706600
"2017-01-12",3462130000,502600,57418100,6862700,9358900,10895600,11844600,4282300,13257600,9410400,3156000,6506700
"2017-01-13",3081270000,461000,72479700,4832900,5279000,9906700,7130200,2808400,6517700,12173300,2448400,6715500
"2017-01-17",3584990000,908800,96657800,4825800,6033900,9539500,10589100,4307000,19025900,15326000,3626100,5793100
"2017-01-18",3315250000,777600,68289100,6157700,6174200,8725200,8098600,2910100,11652100,13230900,3036700,3734300
"2017-01-19",3165970000,625000,56729700,7250000,6470700,9000900,8833200,4163000,17283400,13800500,3303200,2330300
"2017-01-20",3524970000,637800,74805200,8755400,7006900,9182200,11620300,5491900,11015600,11874200,5006900,4228000
"2017-01-23",3152710000,629700,46651200,11977600,10003700,15207000,14303700,8552900,16203800,10625500,4161100,3978100
"2017-01-24",3810960000,647000,45229500,6510900,8703500,11857200,9199500,4797200,10242500,11049400,7981000,4865200
"2017-01-25",3846020000,613800,92850100,9197800,6553800,9410300,12955600,3669100,8816800,19230000,8220900,3874900
"2017-01-26",3610360000,623600,70704400,7126500,6612500,8651700,10141800,3904900,9985400,11488200,5320600,4307700
"2017-01-27",3135890000,727600,43944500,6023000,7264900,9950900,8697700,4510800,16358700,7228800,4652600,2817000
"2017-01-30",3591270000,762800,46168800,8446600,7281900,13286400,13354500,3789600,9951700,9319900,6043100,4074600
"2017-01-31",4087450000,1482700,56477300,9557800,14342500,14007400,19335200,4745000,12061300,15916500,5526700,11590700
"2017-02-01",3916610000,1340600,72132200,11681100,19490500,18424300,15358800,5206800,18479800,24379500,10074900,5150000
"2017-02-02",3807710000,829700,39396500,8598900,14539400,12880100,9568400,4081000,18747500,15661100,5065700,4447900
"2017-02-03",3597970000,974200,86346600,6833600,15104800,11828600,9874200,3652100,17954700,11336600,5541800,5933000
"2017-02-06",3109050000,869800,34952100,6726500,11561600,10521700,7109300,3939200,19067900,7042000,2722600,2197100
"2017-02-07",3448690000,1371200,50838500,10053100,11278000,14157800,13347400,5725600,8364400,6109100,4200800,4370800
"2017-02-08",3609740000,996000,54341100,6353100,6812900,16148400,7808400,4129900,8559200,15882000,4689200,5193300
"2017-02-09",3677940000,557600,76813700,4869600,7869200,9261600,8176700,3529200,8840900,14496000,8117400,5173200
"2017-02-10",3475020000,877600,55078700,4177900,4440300,10405400,7445800,3826000,9354200,9479600,3477500,3014100
"2017-02-13",3349730000,840300,76687000,6579700,6465200,7984900,17349600,4408800,14059100,13042800,3714100,3346400
"2017-02-14",3520910000,682600,75954300,6233800,10370500,10739800,8534200,3095500,9951900,18784300,3649600,5345500
"2017-02-15",3775590000,877000,76869400,5947500,10091700,8926600,7845400,4754900,12675900,18925400,3104900,4628800
"2017-02-16",3672370000,879400,64048200,7061500,11332600,11375400,10062400,3082500,11377300,14001100,3204400,5559900
"2017-02-17",3513060000,2710400,54156600,7087700,12118400,11645000,5194700,3878600,15581800,9973500,3964100,3790200
"2017-02-21",3579780000,973300,55216100,7618700,10651800,11802500,9573900,3591400,16500000,11358500,7375900,3554600
"2017-02-22",3468670000,825800,50438900,6884800,6634300,11539400,10614700,2245600,8099000,16018600,5114400,2553900
"2017-02-23",4015260000,547300,53509400,6702700,8685600,17390100,16800100,3468700,9790300,15003600,3535100,3894800
"2017-02-24",3831570000,871800,61686800,7772100,9103000,13997600,12663000,4846300,7762200,18629700,4812300,4834600
"2017-02-27",3582610000,767200,39655000,7975600,8178200,23686400,10705400,3452400,12707400,13982900,6297800,7748400
"2017-02-28",4210140000,1356000,48913000,7621500,10258600,14018400,9629900,4089500,17735500,14410400,3862200,8570600
"2017-03-01",4345180000,1293700,92150000,9095300,15196600,18997600,16452600,8634800,16716100,29121600,5901100,6849000
"2017-03-02",3821320000,892900,69446200,7170100,7889300,10770300,8453900,3935400,9988500,17372800,4574700,5821000
"2017-03-03",3555260000,1104100,57652800,7857000,6635300,11166500,5862800,3281500,10083200,17575000,2962100,3583200
"2017-03-06",3232700000,877400,49017200,6715200,5886900,8374700,7164700,2602700,6686600,7616800,3556700,2477700
"2017-03-07",3518390000,738700,53726500,6980400,12330600,11461800,8790800,3073900,7846500,17951700,3838100,3888300
"2017-03-08",3812100000,827200,104601000,5680900,8130000,25566200,10729000,2609500,10788000,18393900,5089100,4427700
"2017-03-09",3716340000,720800,60804100,7650200,8451400,27770700,9976100,2746900,7025300,12842800,4519800,4146900
"2017-03-10",3432950000,1085200,62148600,7354500,10455800,17479300,9780500,3506600,6530200,11491800,4769100,4173900
"2017-03-13",3133900000,1056200,49418400,7461200,6898500,13078800,11620300,2491100,10658000,14058000,3535200,3128800
"2017-03-14",3172630000,691500,49511100,7239900,7296300,26384800,10810700,3892800,7890800,11670500,5656500,3288800
"2017-03-15",3906840000,956000,86455100,8933600,11044900,23205000,14737200,3736900,14102900,22619200,5699000,3775700
"2017-03-16",3365660000,1099200,89233700,10978000,12129400,16277500,14152400,6264700,8727200,18728400,6540100,3820100
"2017-03-17",5178040000,1551600,83056800,6895400,10401000,14243900,10880100,4714300,16469400,15128500,5130600,5319000
"2017-03-20",3054930000,632600,78676400,4541800,4728300,12218700,5752600,2639000,6559200,7148000,2755200,3434100
"2017-03-21",4265590000,1142600,192257000,14905500,16650400,16717200,12661000,4645700,13135500,25417100,7339700,10267100
"2017-03-22",3572730000,712700,133199500,11383300,9954300,12419600,12266300,6101100,7094700,25252800,5651400,6780100
"2017-03-23",3260600000,839900,85238900,11359400,13250500,11800400,10682500,3637000,7474700,22565300,4766400,5993100
"2017-03-24",2975130000,844700,97583400,13140900,9229500,10442500,9924600,3311100,8343300,12407100,6020300,2658300
"2017-03-27",3240230000,525900,103963000,6845000,6946300,11491300,11711900,4904100,5739500,11821400,4288900,3880900
"2017-03-28",3367780000,969400,82301100,8453900,7392300,27922600,8973000,4155000,8810200,8477800,3933600,3490900
"2017-03-29",3106940000,601100,76524100,5705100,4357800,18575200,8301000,4561700,5558200,6955500,3011400,3825300
"2017-03-30",3158420000,895000,92566000,8754200,7137400,15912300,12838000,4682600,5399100,19711200,2991600,4088300
"2017-03-31",3354110000,900500,70540000,6103500,5895400,19861200,7736100,2379300,4762300,9991000,3712700,3113100
"2017-04-03",3416400000,677800,93489100,13017900,12354800,13133300,10474800,6156000,10666600,15475800,4515500,5563200
"2017-04-04",3206240000,8e+05,105795900,7520800,5228600,12974000,9239700,4324400,5284000,10134300,3263300,2107600
"2017-04-05",3770520000,799700,104651200,10477900,6470100,22733700,11422600,4350900,7268100,12649500,5004900,7902000
"2017-04-06",3201920000,538200,80802100,6935100,5253300,13124700,7633700,2913900,5061000,9388800,3082000,4814300
"2017-04-07",3053150000,822300,61525700,6469400,5638200,12580300,7522700,3908300,7629900,19918000,2530900,3590800
"2017-04-10",2785410000,676600,60429000,4843600,4530000,10820900,6330900,2398100,5260600,8484800,3461500,2621000
"2017-04-11",3117420000,701700,83801200,8457100,5472600,13891500,10172900,5469100,6325100,9844200,3915700,4038700
"2017-04-12",3196950000,685800,74023000,8684200,3782200,11453600,11281500,2461600,7377400,10521000,3889800,3012100
"2017-04-13",3143890000,783400,120159300,9766600,6671100,17656000,10118300,4688800,6719100,10856100,4193500,3057800
"2017-04-17",2824710000,597400,86681200,7066000,6149900,8012200,8852400,3477600,10585800,7272600,3851000,2649200
"2017-04-18",3269840000,1041700,74890400,6243600,7519500,14750300,7502800,2554200,11085500,14707400,2536900,2893500
"2017-04-19",3519900000,488600,55583800,7260500,5023100,18125400,9455300,3736500,7254600,12517000,3130200,3416400
"2017-04-20",3647420000,685000,85720400,7581900,7307300,16235400,9492500,4386200,9738200,13482300,4069400,4106200
"2017-04-21",3503360000,833600,94675300,7616500,6763000,14116100,10211400,3852400,8435700,13258700,3591600,3736600
"2017-04-24",3690650000,1117200,98770600,8105000,5450000,13350700,10498300,4243000,9831700,18106700,5566800,2942700
"2017-04-25",3995240000,760500,71026100,10044800,9035700,15591000,12385000,5404600,7292900,10891600,7942300,6572700
"2017-04-26",4105920000,1873500,71691200,8147200,6240400,18737600,12033100,4082200,7930800,9597400,3166900,5046400
"2017-04-27",4098460000,1561200,68871800,8591700,6962800,20547700,8111400,3664000,5861400,9466500,4605000,3017700
"2017-04-28",3718270000,1047700,64091900,11418400,5775500,14190500,10296200,5021600,6988800,9405700,3878000,2921900
"2017-05-01",3199240000,626700,69086600,7563000,7182000,9419400,11234100,5913900,8353900,10692500,3974800,2139200
"2017-05-02",3813680000,570500,76511500,7535100,5243800,16435600,9450900,3960600,7672100,9438600,3465800,3200200
"2017-05-03",3893990000,1213500,78115400,7154500,8094100,16934800,8729200,2816700,10973800,10507200,6598900,2366000
"2017-05-04",4362540000,850000,64482800,7579900,4275400,33944500,8143600,5339600,11587700,14039100,3743500,2466800
"2017-05-05",3540140000,579100,46881500,6825800,5720100,18743800,7110800,3219300,8539500,10785300,5723700,2585000
"2017-05-08",3429440000,982800,45893000,6070100,6558500,18948700,6078200,2506200,5323400,8789700,5108100,4995900
"2017-05-09",3653590000,1186400,65737900,7694300,3830200,10719700,5969000,10257800,7256900,7758900,4693200,6185100
"2017-05-10",3643530000,984100,51192700,5302000,4314900,18259200,7471400,3518500,5232300,8439800,3194000,2747100
"2017-05-11",3727420000,1359900,77266700,9098000,6791600,11968700,8400000,4351600,5058900,7699200,3340300,3615200
"2017-05-12",3305630000,1067700,55787200,4653800,2638000,10708600,7186400,3230800,5478800,7523100,2359200,2879100
"2017-05-15",3473600000,839600,52192100,9949300,7320800,13206900,8413500,3952200,7303700,6351100,3263100,2362500
"2017-05-16",3420790000,766800,51529600,9061100,5471700,11693400,5848800,4198300,4797100,7653100,3034400,2265800
"2017-05-17",4.163e+09,827400,141192800,18545000,11434000,15606800,15221000,8289400,14021700,15032800,8132400,4692700
"2017-05-18",4319420000,1411900,101656900,16822200,10690500,14115000,15260100,6521800,7906600,16876000,6963300,3605900
"2017-05-19",3825160000,937500,69775600,10219100,9209800,15624500,10322300,3695000,6277600,9901300,4989300,4174600
"2017-05-22",3172830000,685300,79181900,10510300,4999100,10339200,6506200,2946700,7101800,7779300,2871600,3089500
"2017-05-23",3213570000,427500,65577800,6610500,4216100,9086800,7856000,2089000,7518500,15290200,3548000,2587000
"2017-05-24",3389900000,542500,59441200,9321900,5186400,13480700,7877300,3824000,5136700,7602300,3005700,5860500
"2017-05-25",3535390000,411400,49362400,6113500,4479400,23329200,6840800,3301900,6036600,16777300,4853800,7165400
"2017-05-26",2805040000,561600,42132800,36242900,4507400,13199100,5991000,2324000,4207600,7636700,2120100,3614400
"2017-05-30",3203160000,618900,46584200,5925300,4651200,14529100,6092500,2638900,4250900,6292300,2798800,4628700
"2017-05-31",4516110000,1148300,115877900,14246100,5884400,16093000,10518800,5103600,9780100,12620700,6169500,4938900
"2017-06-01",3857140000,699400,81187600,8436200,9149900,17983700,16118000,5147500,23243900,11118600,7904100,5014300
"2017-06-02",3461680000,521800,83704500,8491000,4833000,16542500,17769600,3134400,17247900,9956600,4905400,4411700
"2017-06-05",2912600000,605100,44055800,6765800,5558900,12552500,16550700,5499300,17359600,7350000,2829300,4242000
"2017-06-06",3357840000,630000,60397300,7685200,4316500,14835300,15201400,3563700,14846500,7501200,4128600,2983600
"2017-06-07",3572300000,857500,83049100,8703700,4415700,22942100,8342400,4671500,10077700,7881300,4165600,2530200
"2017-06-08",3728860000,969200,77987000,7102400,6272300,18905800,7034600,4825700,10561300,13292600,3547000,2407500
"2017-06-09",4027340000,1120700,133216200,35142500,13419000,23184200,10433700,10989000,13410200,13938200,7498300,4931100
"2017-06-12",4027750000,1020100,86644400,35706400,7700600,22924400,13889200,6436600,11442400,12821100,5760400,3852300
"2017-06-13",3275500000,932600,94978600,18293400,5592500,15807900,6723500,4164800,9520600,8914900,3362500,2897800
"2017-06-14",3555590000,1438800,117605800,16180600,6782300,30280200,8892800,4809400,16040200,15832100,5591200,4681700
"2017-06-15",3353050000,1296300,59547700,14750500,8186000,19258900,20188100,3585100,10361100,15549500,4860100,5293100
"2017-06-16",5284720000,1309300,53818800,21611300,14165200,24621000,12871600,7711600,26268000,17695800,4575100,2637700
"2017-06-19",3264700000,861100,58041300,9929200,8294400,15678400,6867000,3419800,7883100,17822300,2506400,4489200
"2017-06-20",3416510000,875500,45689600,10957700,7697200,16063400,7242800,3352500,7231700,7588500,3458400,7399100
"2017-06-21",3594820000,628300,51938200,12293200,9481200,27305500,7530200,3126200,12517800,10076600,4761300,8974200
"2017-06-22",3468210000,418900,58380200,8792800,12341100,15431600,6921700,3658900,7227600,7931200,3352100,9662800
"2017-06-23",5278330000,898000,85352600,16423600,8779600,14555500,6979300,3922600,10146400,8643100,3345400,7133000
"2017-06-26",3238970000,818800,60302300,9727900,7434400,13603400,7161700,4708700,6590500,10355000,4054100,4360700
"2017-06-27",3563910000,582500,75943400,12895500,8428000,14227500,7417200,4014900,10585500,10478800,3613200,5598300
"2017-06-28",3500800000,691800,90097600,12976000,8674200,16859900,7314300,5030800,10734300,9288800,3296000,6997900
"2017-06-29",3900280000,764300,119176700,20973400,8445800,19022400,9543600,4901700,19058600,20595700,4405800,4975500
"2017-06-30",3361590000,660200,72754900,15371900,7817400,19643200,6748500,4656800,11222600,15112900,3129200,3724600
"2017-07-03",1962290000,473300,61452900,16552600,5904200,18402800,5553100,2807300,5782600,12704700,3108500,2106600
