"","djia","nasdaq","sp500","s.bio","s.cd","s.cs","s.energy","s.fin","s.hc","s.ind","s.mat","s.tech","s.util","gold.p","oil","usd","vix","brazil.us","canada.us","china.us","jap.us","mexico.us","skorea.us","swiss.us","us.euro","fedfunds","umsent","homep","unemply","bondhy","ust1","ust2","ust3","ust5","ust7","ust10","ust30","autosale"
"12-03",0.0198729141432197,-0.0168459985613236,0.0308514756321126,0.0457745143891351,0.0461260478675606,0.03053780379898,-0.0388441967150742,0.0712774111053045,0.04379781233244,0.00974211249669447,0.00380072660617195,0.0441528522415121,0.0134984639559434,-0.0738283691881089,-0.0385560106951751,0.00818774901130312,-0.173139747756531,0.059814732891666,0.0124900898489156,0.000635374495205659,0.016023827653925,0.0013590779109479,0.0127197623322528,0.00033242839244581,-0.00187315081180683,0.262364264467491,0.0118813278867527,0.0139108833565679,-0.012121360532345,-0.145555585591324,0.171850256926659,0.194156014440957,0.29423947299794,0.206132205487673,0.129875081421412,0.0966936248024711,0.0532206962049095,0.00346446942796926
"12-04",0.0001203375355794,-0.0527168278108293,-0.00752569988430718,0.0108776534304476,0.0114665815326135,0.00292999122074097,-0.00713309848600059,-0.0236965862477636,-0.00266238923490504,-0.0110172801780023,-0.00814769521202828,-0.0113376503604045,0.0175390910726961,0.00105318598465864,0.0178919740165359,-0.0062820995071738,0.101158149686748,0.0390516835938347,-0.0104649777756945,-0.00294199711265591,-0.0320579788873746,0.0138366256103336,-0.00119392439396304,0.0060750173028818,-0.00790577471562522,0.074107972153722,0.00262123347987429,0.0190777730888326,0,-0.106897794976713,-0.0540672212702758,-0.159064694629688,-0.170625517030763,-0.136336443552131,-0.0870113769896298,-0.0568873744020515,-0.0309622256039668,-0.0221129018875476
"12-05",-0.0640807653661112,-0.115952975380767,-0.0646993080718203,-0.011126429009167,-0.0566040012797792,-0.0117719329207424,-0.112969408667598,-0.0965423208993551,-0.0369307402870795,-0.0653132582164274,-0.0809066676167873,-0.0654777491567061,0.00559283663510605,-0.0588405000229335,-0.192536580888655,0.0455154950825654,0.338552536934584,0.0629524779819363,0.0457702818012684,0.0141375285077403,-0.0192289289680946,0.0963943423950001,0.0432525589446181,0.0672808757125022,-0.0676223652103732,0.133531392624523,0.0372554324683274,0.0184512755477201,0,0.220061884776802,0.0540672212702758,0,-0.0976384695639159,-0.157903029445809,-0.167054084663166,-0.130053128248198,-0.0818787737631095,-0.0480387466106346
"12-06",0.0385146009852944,0.0414725595216733,0.0387927197835221,0.0951520583344194,0.0191825560969593,0.0357483604984135,0.0469783670744267,0.0487833431917231,0.0555479046255411,0.033156025336787,0.0479523170360413,0.0321157408171794,0.0402891006442134,0.00127510377493239,-0.0172538670511654,-0.0151667907879055,-0.342642522186109,-0.00347826437632492,-0.0154830494514026,-0.00242111835531639,0.0192289289680947,-0.0644989073487052,-0.0334603865836748,-0.023753591033216,0.0242901044065234,0,-0.0800427076735364,0.0148955616183538,0,0.0122700925918142,0,0,0,-0.0680534632450158,-0.113659318472521,-0.105360515657826,-0.0817506500186925,-0.0611758152575308
"12-07",0.00993411873245812,0.00132250278838808,0.0125188848626274,0.0158118569595084,-0.00549674879605368,0.024432908373189,0.0482373960479343,0.00136498723940525,0.00994768709684,0.00391748922878568,-0.0128337600488281,0.0182797100835948,0.0248307457227841,0.0333651436315698,0.0351237583807319,0.00185057563353772,0.102839776860808,0.0208854010583763,-0.0174227333268802,0.00125845541227092,-0.0216587530422773,-0.0108030543214882,-0.00959750965770232,0.0278633266029004,-0.028261097103892,0,-0.0123712918025469,0.00770850774702609,0,0.181643820407457,0,-0.148420005118273,-0.167054084663166,-0.135545491996224,-0.0971637484536479,-0.0571584138399486,-0.0415938972988371,0.0207796135234966
"12-08",0.00629592202403221,0.00746111457784969,0.0195706098725602,-0.0151338469323495,0.0451304246310795,-0.00478269515855971,0.0266344299249026,0.0335375818396645,0.0116539134515977,0.0152419831655677,0.0229831611111908,0.0411774937610856,-0.0422846094228584,0.0213390203353989,0.0909865867680378,-0.0134864337918543,-0.0802628410752664,-0.0104374339670212,-0.0152951261058188,-0.00198278504540079,0.00255754615111719,-0.00202210805688484,0.00258894673802819,-0.0214527114061731,0.0211312245488105,-0.207639364778244,0.0272868225589944,0.00292035667023031,-0.0122700925918144,-0.0380011181786139,-0.0540672212702758,0.0769610411361284,0.114410351177744,0.135545491996224,0.151230969723923,0.0935260580108234,0.0671894444878008,-0.00978226364854277
"12-09",0.0261090216391439,0.0237078104294615,0.023947118873094,0.0536569791150199,0.0303430261057662,0.017414373720184,0.0306831156071543,0.0321154574322945,0.0373818123562225,0.0111162482419769,0.0369727272963229,0.0152117835548497,0.0116251619801383,0.0717137430406846,-0.0454888918900999,-0.0119925564984692,-0.104915407075779,-0.00118290713187142,-0.00253820127131342,-0.0100687929133114,-0.00486494366247767,-0.0288951302538517,-0.0195959772766631,-0.0154125293077467,0.0218613723138998,0.074107972153722,0.0524366512730439,-0.00239378560561381,-0.037740327982847,0.00351494210744459,0,-0.0377403279828471,-0.084557388028063,-0.0579872576503493,-0.0176995770994007,0.023530497410194,0.0389429739486073,0.0740566807063872
"12-10",-0.0256798059440338,0.0208207217163705,-0.0199878425232529,-0.108326777506875,-0.0155076436116058,-0.0123563858098255,-0.0205000111890254,0.0196892242997767,-0.00224599651254112,-0.00109573239215329,-0.0211461160066779,-0.0656853238257725,0.0139179049478388,-0.036014180745461,-0.0667250423281292,0.00589480234132804,0.167591863648969,0.00103512024029956,0.0158341263913923,-0.00760265600936164,0.0255936939488978,0.0173178847407141,-0.019115864314768,-0.00951319236956535,0.00790272959255405,0.133531392624523,0.0534620775301749,-0.00269119421098806,0,0.152645788647838,0,0.074107972153722,0.084557388028063,0.0579872576503493,0.0264332570681554,0.017291497110061,0.00692044284457376,-0.00318393449452734
"12-11",-0.00542684828254429,0.0187467142901216,0.00284267279181408,0.0585028389215153,0.0311991830921344,0.0182000348308966,-0.0123078322471534,-0.0088439126331,0.00523239084719609,0.0173873557554943,0.0184249231588621,0.00896553537469362,-0.0437624921519345,0.00594851228117381,0.0264362823397619,0.00222018357246217,-0.158731046180838,0.0396033983576964,-0.00632373500079172,-0.00171698654952719,0.0320066710412583,-0.013120842881684,-0.00775354725993606,-0.0050605760757533,0.00400493449664826,0,0.00120992150271337,-3.47276484207575e-05,-0.0129034048359078,0.0641619442172861,0,-0.0363676441708748,-0.0273989741881145,-0.0579872576503493,-0.0628009012390302,-0.0588405000229335,-0.0350913198112702,-0.0444883551774044
"12-12",0.00601309441583587,0.0364171294380064,0.00704336761174941,-0.00865087847842726,0.00449876214141021,-0.0209844783321428,0.0101357817811867,0.0454431036090071,-0.00360059491872163,0.0278344822807923,0.0314313214461218,-0.00392203857075022,-0.00016612454727733,-0.0378849934442205,0.0364846143214357,0.00210380286070086,0.127051717641874,-0.0308722887889859,0.00271507029876953,0.000578006855839923,0.0484785783682994,0.00358570123681085,-0.0172592501412732,-0.0118357427041654,0.0134373681666941,0,-0.126130963015033,-0.000639204073761892,0.0256424306133377,-0.0581559201570741,-0.117783035656383,-0.0377403279828471,-0.0281708769666963,0.0438026226583928,0.0452565915881206,0.0415490029128725,0.0281708769666964,0.0325662436443131
"13-01",0.0561206291137149,0.125092643432977,0.0491977920489253,0.0785100364033599,0.0551537386158183,0.0549110489935626,0.079762666577315,0.0586489077620406,0.0732299169653998,0.0559263883702989,0.0386674565689346,0.0188846916029133,0.0464419753032718,0.00629027085310548,0.0614506156972572,-0.000984671037614466,-0.232622295268754,-0.0297908080549412,0.00340852460328563,-0.00184758300406156,0.052170102861085,-0.0178307231229714,0.0225238517134628,-0.00679529138269823,0.0297369688778836,-0.133531392624522,0.0122700925918142,0.00307416041053204,0.01257878220686,-0.00299850299625656,-0.0645385211375712,0.0377403279828471,0.108213584640233,0.14595391262308,0.140146631743242,0.104778951233177,0.0671393028376285,0.0108928126012376
"13-02",0.0138930777528902,0.111485610417946,0.0109999275518657,-0.012061114505843,0.0158325856720919,0.0325537532641347,0.00438611113092016,0.0120104807534935,0.0125062392339349,0.0219625881253689,-0.0136758497401335,0.00779277079181266,0.0229707162620888,-0.0511518638964724,-0.0592750464719225,0.030139552204509,0.0826250202770093,-0.00544877994060317,0.0289989745294479,0.000434087097548574,0.0117622789324744,0.00348055475775347,-0.00327905385547952,0.026373008240479,-0.0378847390619762,0.0689928714869514,0.0502086955827462,0.00585839326655023,-0.0382212128201977,0,0.0645385211375712,0,0.02531780798429,0.0482021018178777,0.0377403279828471,0.0359936026479055,0.0288019909037062,0.000891903706452175
"13-03",0.036608666711308,0.024044915432729,0.0353552938799729,0.0616449197488584,0.0428281388574749,0.0480895923366254,0.0251089551925565,0.0380065958728719,0.060261263705432,0.0234293443921412,0.0218785175335535,0.0254502783937736,0.0522976161684242,0.00720216045703818,0.055067538597157,0.00634899369906195,-0.199882983723902,0.0196865626033754,-0.0128175523203764,-0.00112580024113549,0.0178135411096898,-0.0349658408286255,0.0266192027069466,0.0140397966674826,-0.0182868411351587,-0.0689928714869513,0.0128042722459877,0.0191305910701044,-0.0263173083173734,0.134656885146257,-0.0645385211375712,-0.0377403279828471,-0.0253178079842899,-0.0359320092260633,-0.0224728558520586,-0.010152371464018,-0.00315956029036848,-0.0520122570287906
"13-04",0.0177621761672294,-0.0913551976556944,0.017924165914605,0.0576755767416013,0.0299250398501828,0.0289943098851697,-0.0131998638187141,0.0265526841685032,0.0295906177891615,-0.00745137882439692,0.00939922615465075,0.0173575770539833,0.0578829420700777,-0.0844335083930284,-0.0422198585033277,-0.00876412014025418,0.0625680771502724,-0.00846829469085914,-0.00820689829030192,-0.00801361425546021,0.0365499595770317,-0.0169503894858859,-0.0104938063925339,-0.0181183683833445,0.0250685945628573,0.0689928714869514,-0.0283890032626859,0.0201698640583219,0.0132452267500205,0.0902868466721005,-0.22314355131421,-0.122602322092332,-0.137201121513485,-0.144039370222938,-0.137869794223121,-0.107630664192365,-0.0755696045698448,-0.0580001885783287
"13-05",0.0184125778441437,0.0650048502020746,0.0205502024207271,0.0484255443374627,0.027275322346143,-0.0219786733534202,0.0280928528843312,0.05917657120986,0.0163455664526349,0.0489626544488573,0.0187857677572431,0.0275394816767249,-0.0948761444111827,-0.0433644077817112,-0.0139348730689316,0.0237983945114279,0.186995037197899,0.0595705986186707,0.0259703948443016,-0.00499240793973732,0.0333784452321078,0.0519397064217043,0.024942347138016,0.0301913720932322,-0.0137637896941145,-0.310154928303839,0.100768838190653,0.0189785904213531,-0.0132452267500206,-0.0316713438376514,0,0.083381608939051,0.162518929497775,0.168136921801998,0.130265194837902,0.0922061938667336,0.0596203031621666,0.00380824464403356
"13-06",-0.0137200376192942,0.0454622702193818,-0.0151129288113785,-0.062669733621111,0.00817569917130019,-0.00302796082209594,-0.0229284478332204,-0.0158304793035524,-0.00593027464844017,-0.0155610863962624,-0.0419698837694233,-0.0293442501209477,0.00890584925175277,-0.158740764436867,0.0470637598710072,0.00257240263824816,0.0337788447609928,0.0396429993590443,0.016882895007346,0.000554134016819765,-0.0161971147433129,0.0165612439660656,0.0106659927214884,-0.0139759538559738,0.00169243828381427,-0.200670695462151,-0.00474496738422586,0.01653718512429,0,-0.0533798887805041,0.154150679827258,0.27763173659828,0.371563556432483,0.356674943938732,0.266466233301508,0.17538912001831,0.0891527054309729,-0.0348800361873456
"13-07",0.0388050452811446,-0.0119651597575183,0.0482777279585399,0.161794763685447,0.0513198562582394,0.0424442111546849,0.0512804542559086,0.05208985957274,0.0691752151237569,0.0574190001852855,0.0540537165443714,0.0365895769576986,0.0424042610648464,0.101279897070768,0.0868211001362348,-0.0160872735187652,-0.225964846525861,0.0404830922522564,-0.0217316244448008,-0.00146749524941825,-0.00870627082674308,-0.0104838577983481,-0.0165985145614253,-0.0177222530934608,0.0206914425941081,0,0.011820468600426,0.0118058824155603,-0.0270286723879194,-0.0563907773548749,-0.154150679827258,0.0298529631496811,0.0984400728132527,0.154150679827258,0.151641268221833,0.114880275998422,0.0599323407226739,-0.0134606204851614
"13-08",-0.0454867862019866,-0.0816387520222711,-0.0317982675780753,-0.0273762138979724,-0.0288786820465811,-0.0464855684263835,-0.0103662169916604,-0.0526040743716419,-0.035917912519593,-0.0251136392229712,-0.00123612191738912,-0.0104546481329847,-0.0512129611418138,0.0449740836469379,0.0270337469072355,0.00883846031202176,0.234822300359922,0.0351348217144852,0.0256239728345831,-0.00148599356198046,-0.00132268422396952,0.0365412421420201,-0.0118635132128053,0.00311878512733028,-0.0064959817521869,-0.117783035656383,-0.0358890191209459,0.00696200164459682,-0.0137933221323358,-0.0539137646598312,0.0800427076735366,0.0571584138399484,0.0896121586896871,0.0822380982369722,0.0773332034031703,0.0601685214664529,0.0407111850570136,0.0396860213893441
"13-09",0.0213341567273461,0.0768527876489758,0.0293155912868365,0.0817433725489354,0.0528161497655465,0.0136103660908502,0.0209176448785592,0.0287101761563778,0.0315690977275376,0.0570120369887503,0.0433424667065088,0.0250160968929383,0.0114195157871247,-0.0417872780630442,-0.0534500134985529,-0.0239432076864387,-0.0243987110452729,-0.0702867366161732,-0.025915645579833,0.000114385626753719,0.000712431967439619,-0.0136277377518758,-0.0330713909459309,-0.0296414857842913,0.0253651696999295,0,-0.0576600800990812,0.00175487021394764,0,0.053913764659831,-0.0800427076735365,0.105360515657826,0.108213584640233,0.0512932943875505,0.0320393537446169,0.0252265629456756,0.00794706169253194,-0.00376159051553844
"13-10",0.0271295727808115,0.0983915490455373,0.0436299709750403,-0.0820124661143701,0.0448315636209347,0.0621015935823165,0.0411161781461548,0.0326116762198715,0.0421888801002299,0.046520115363219,0.0410412372411311,0.0490279036032166,0.0370360751210493,-0.00149840822191764,-0.0611315400393954,0.00248250322248328,-0.188363871249917,0.0018907001220678,0.0140010977354328,-0.00420818842282281,-0.00193492600722072,-0.0118910193088448,-0.0117143447007623,0.00165773370559775,0.00434959585818191,0.117783035656383,-0.0570825153920354,-0.000714111243772358,0,0.0164387263431599,0,-0.162518929497775,-0.213574100298059,-0.155192889405702,-0.109372557147787,-0.0700101655726489,-0.0294532669134954,0.00609273652899111
"13-11",0.0341875267874193,0.103411201855508,0.0276632900337849,0.092257197373412,0.0339544239128621,0.0154639649556455,0.00057860626471409,0.043288436346031,0.0461064307495581,0.0359562791715293,0.0129385873111536,0.0304382021280094,-0.0195291678405418,-0.0686582106625704,-0.0396154322326861,0.0108929054779937,-0.00364299127850109,0.0487152044602405,0.0159805550536234,-0.000344643666481044,0.0433875081135914,0.00854067733385359,-0.00289815598942944,-0.000994310417222555,0.000882352998422532,-0.117783035656383,0.0256251378028232,-0.00117877220711824,-0.0425596144187959,-0.0109290705321903,0,-0.125163142954006,-0.0826917158451134,0,0.0394139685408766,0.0374575625349004,0.0320883145515004,-0.0185475370465505
"13-12",0.0300208657276763,0.0162449873700136,0.0232894740668829,-0.00131627071426397,0.0225678919365127,0.00687879937214806,0.0283084711812218,0.0233231710551045,0.00736173796846037,0.0413135923033684,0.0478008531527702,0.0347456864782575,0.00905760626066086,-0.0357655367768692,0.0589516306849235,-0.000838868403967019,0.00145878946366009,0.0112028092177379,0.00376754707682878,-0.00633960907711975,0.026963597877582,-0.000992025721402882,-0.00237575892265981,-0.0159325970703609,0.012634822088897,0.117783035656383,0.0939777345705464,-0.000495750051727286,-0.0294138852062933,0.152579587595217,0.0800427076735366,0.125163142954006,0.17366349405084,0.142614107198842,0.101003210288871,0.0640788566845224,0.023408090898015,0.0201952451936575
"14-01",-0.0544082206229058,-0.0423412205337859,-0.0362314074850156,0.14296280997694,-0.061878647778491,-0.0530339077104398,-0.0597069644742294,-0.0372831794046371,0.00933574521524231,-0.0436083412679795,-0.0483143740936709,-0.0260787794686307,0.029325915663622,0.0367688477870891,-0.00633560263530985,0.0188900620245701,0.294039372947247,0.021289882986521,0.0440470226107294,0.000875114605040917,-0.0286243221395049,0.0196933395601758,0.0235166132457774,0.0164851137980472,-0.0204560085673821,-0.251314428280906,-0.015883046173003,0.000583578860887818,-0.0150378773645406,0.10512463878446,-0.0800427076735365,0.137201121513485,0.122602322092332,0.0433504408736136,0,-0.0138891121606672,-0.0313341561704355,0.0105562786130875
"14-02",0.038908662194923,0.00627156204921324,0.042213374879041,0.0861231712414772,0.0620280838881656,0.0382672648761341,0.0499430537177008,0.0299366439540419,0.0603301967759425,0.0397739424317707,0.06675019907561,0.0430023781181053,0.033944189161518,0.063146156338896,0.0531981934201891,-0.0136909785226517,-0.273836665629728,-0.0335212784176038,-0.00369519594905791,0.014061425739483,-0.00195733082650616,-0.0100061021429834,-0.0133716123635564,-0.0270982878232028,0.0224135948369,0,0.00491401480242894,0.00316921742641816,0.0150378773645405,0.242071561199729,0,-0.167054084663166,-0.122602322092333,-0.0820649530543042,-0.0630839754265769,-0.0538729899401516,-0.0296118540466445,-0.0197023999490742
"14-03",0.00829489886513095,-0.0352101504551371,0.00690824861534687,-0.132699049556409,-0.0290967646265848,0.0217017614573552,0.0208654364818623,0.0336140806655416,-0.0126636565210199,0.00951036049953764,0.00821617643601077,0.0043019089137952,0.0329592474002566,-0.0257475842416627,-0.0128150445378995,0.00114516513271795,-0.00860837453660016,-0.033530488397744,-0.00198843160238093,0.0115847653569846,0.00877797502151562,-0.0128989859913032,-0.00127659991242154,0.00339943670146401,-0.00210274521882195,0.133531392624523,-0.0198026272961796,0.00820815080912811,0,-0.202524264111474,0.0800427076735366,0.192371892647456,0.172612742666994,0.0759859069779221,0.0365337433324561,0.00368324541629659,-0.0109891215755952,-0.0723799855573156
"14-04",0.00745678954986202,-0.00108306473410505,0.00618164317838415,-0.101484374203776,-0.0136903320062262,0.0270345560574989,0.051214671897768,-0.0171564606449248,-0.00634602366259893,0.0132880157361422,0.00821460449344844,0.00274702823476089,0.0413425891580251,-0.00154679071829868,-0.0148782748490451,-0.0075650807260688,-0.0344482577850714,-0.00855010552491288,-0.00881463292798668,0.00684544374874367,-0.00819037339849749,0.00210409611092131,-0.030324135188146,-0.00453515516539126,0.00672769926427835,0.117783035656383,0.0499799323050208,0.0109672270801518,-0.0615578929994334,-0.0502197569790265,-0.167054084663166,0.0487901641694318,0.0706175672139534,0.0359320092260634,0.017778246021284,-0.00368324541629652,-0.028013036227674,0.00353160006605757
"14-05",0.00818852308379545,0.0267396185090197,0.0208121959543155,0.0273549374290252,0.0284143629390272,0.0179217800232002,0.0166098270144093,0.0149154593307179,0.0283285970966026,0.019051519959007,0.0291497054346875,0.0368967190789902,-0.0109367857261174,-0.0298529631496812,0.0327350209719643,0.00526297332121398,-0.162387341893137,0.000223588597912954,-0.00815657732011708,-0.00191904874106418,-0.00362905601565771,-0.0171912960301829,-0.0122252697630022,0.0162311949285826,-0.0167215819114241,0,-0.0265075761198785,0.0104537266601096,0,-0.0173164500114609,-0.0953101798043248,-0.0741079721537218,-0.0584962066816086,-0.0668942348300301,-0.0683637428093902,-0.0569413764001383,-0.0376310682176468,0.0320805265242517
"14-06",0.00652463263432994,0.0228657690550684,0.0188789966247044,0.163944826091392,0.0192073949316079,-0.00253257463481711,0.0536624015594156,0.0248308644155724,0.0209964074473906,0.00473107450699765,0.0160245464670116,0.0185168450043115,0.0434572204888862,0.0459761531099302,0.0254942914430499,-0.00970284184421031,0.0148021858051354,-0.0150920760705598,-0.0177324425384367,-0.00698758736383866,-0.00482640680797411,0.00843984878161666,-0.0085634658854493,-0.00853362465867829,0.00365898688504148,0.105360515657826,0.00729930248161154,0.00920935898205878,-0.0322608622182214,0.00218102594636015,0,0.143100843640673,0.0809690625336673,0.0550597771830274,0.0324854551444883,0.0155041865359653,0.00881062968215491,-0.0102073196354512
"14-07",-0.0157715631251298,0.0884129384122512,-0.0151946873705358,-0.0519119023603965,-0.0128179598316146,-0.0337314196986107,-0.0352802252331847,-0.0146179654196309,0.00131406402605975,-0.0421251116256747,-0.0201450664372211,0.0168070487977695,-0.0704304134836723,-0.013803900169158,-0.0767875858306006,0.0195404291868993,0.381852292620874,0.0297835366922985,0.019754873821646,-0.00483143466868488,0.0144098949804779,0.0204154916475274,0.0158387109821777,0.0242854755831464,-0.0221574795972764,-0.105360515657826,-0.00852104973193398,0.00551269642966932,0.0162605208717803,-0.125163142954006,0.0953101798043247,0.125163142954006,0.0749013081731177,0.0118344576470028,-0.00917437627604127,-0.0233473639969912,-0.0266682470821613,0.0419505465781594
"14-08",0.0317984116586758,0.0298880513742293,0.0369636443211684,0.102311820183011,0.0435079812550092,0.0450965382780557,0.0216008110433977,0.0415178512995239,0.0472959699816435,0.0413851964570848,0.0379153596948772,0.032293618043471,0.0480395622835577,-0.00716848947861252,-0.00377378182580075,0.00994054603974602,-0.347029241139156,-0.0139763128685578,-0.0028509698806645,-0.0049851118526856,0.0120920457650288,-0.0127729251167348,-0.0136169815635149,0.00963862883776879,-0.0180864010793077,0,0.00852104973193405,0.00188855211398978,0,-0.0351795071211733,0,-0.0816780310142672,-0.0421114853501268,-0.0420482362434995,-0.0423592738391415,-0.0483965408618502,-0.0398214941866716,-0.015804964147422
"14-09",-0.00325412141111309,-0.0209526624797869,-0.0156354360784838,-0.0270118215636061,-0.0281057793402116,0.00585865161768933,-0.0806797702091258,-0.00306856102203533,0.00433793699060132,-0.0115244606203817,-0.0141532394048471,-0.00519000697738069,-0.0188968751679902,-0.0607218460642389,-0.0708119902641661,0.0389604467625524,0.308539823945619,0.089807458350831,0.0316364475866316,-0.000814265984245913,0.0529937708345297,0.027024591475672,0.0393591704171506,0.0405865187927899,-0.0405051879280284,0,0.0251359732715422,-0.0012187837570342,-0.0495969411393721,0.0025542798050967,0,0.192903666124491,0.121360857004267,0.082399531767067,0.0651393021709614,0.0444517625708338,0.0185763855729352,-0.0186860117511759
"14-10",0.0201915354474993,0.0196083312405701,0.0229363989464224,0.0942780706562311,0.0209221817625758,0.0348544527810169,-0.0359510560712591,0.0285065370823571,0.0512383872564359,0.0380258852019134,-0.0242893659660903,0.0159130584683482,0.0772423112030763,-0.0308426839162597,-0.124096109789358,0.00960765096412743,-0.150580522518553,0.00208082655304337,0.00578319152648813,-0.00417946144857929,0.0219174500571017,0.004124943138674,0.0174095635226364,0.0071961514064938,-0.00779080178776833,0,0.026823765659169,-0.0019627326573281,-0.0344861760711693,-0.0363676441708748,-0.0953101798043248,-0.23638877806423,-0.176623535679317,-0.132724615654582,-0.114410351177744,-0.0953101798043249,-0.0698696799604859,-0.0198008932142073
"14-11",0.0248584868018362,0.0374323121389467,0.0242374736746255,0.0479588571499307,0.0530462598271956,0.0539658211854139,-0.0909501528724389,0.023218310234433,0.0341937921042803,0.0303270403184792,0.0155804628821033,0.0469795796669743,0.0115885643560052,0.00954306892431321,-0.199884548163869,0.0183048260805325,-0.0511807599237522,0.047168229827552,0.0135696857058917,0.0049774486091327,0.0572971815826183,0.0320059431771852,0.0356904520351824,0.00363052107708627,-0.00736946622627926,0,0.0216286177267779,-0.00147458171983547,0.017391742711869,0.0861291537299387,0.262364264467491,0.163629423781802,0.0870113769896297,0.0441712183131375,0.0249389483472519,0.0129591446425053,0,-0.00366210964017037
"14-12",-0.000290031420233484,0.0689441515196625,-0.00419738458457171,0.0441369570312578,0.00886304714155903,-0.00939409330473181,-0.00210445305285294,0.0197157316462611,-0.014137076918106,-0.000223336547329039,-0.00559517576716329,-0.0219964391788522,0.0350471808688229,0.0123756167833331,-0.209998600172531,0.0201234915088815,0.364893144843119,0.0322503706674682,0.0151998409909987,0.00999400907874946,0.00964165926477085,0.0578445913793987,-0.0192202743708023,0.0281766292338085,-0.0274682088657822,0.287682072451781,0.0526437334854219,-0.00115240577432435,-0.0350913198112702,-0.168820869575052,0.479573080261886,0.18859116980755,0.099090902644231,0.0122700925918142,-0.0249389483472521,-0.0528757520479478,-0.071580803762984,-0.0404936389676155
"15-01",-0.0376241715421519,-0.0504597933826065,-0.0315327792169493,0.0683492964809472,-0.030395137026352,-0.00974010994040206,-0.0466766006791414,-0.0720881926742316,0.0129315132943142,-0.036171344400343,-0.0184902101425957,-0.0356960785581323,0.0230279766194448,0.0521892864460755,-0.111930224880987,0.0522374768626189,0.0881825658800928,0.0104858092928342,0.0917697417552867,0.00721050811129211,-0.0203133960141879,0.0171403961065017,0.012217773234445,-0.0756733664179432,-0.0693707156543448,-0.0870113769896297,0.0469569830877711,-0.00124392700307892,0.0176995770994011,-0.151758906383788,-0.0487901641694319,-0.151549898127201,-0.163629423781802,-0.179885501996073,-0.17027321827778,-0.161720738687804,-0.140115361710875,-0.100421075651372
"15-02",0.0548474241120083,0.095310332172877,0.053438876443109,0.0723494784467232,0.0819860294899959,0.0406053717719507,0.0449062578377679,0.0566030727316164,0.0419821357028192,0.0521268384401841,0.0766660075540189,0.0769148670556467,-0.0660849747568309,-0.0474060809034936,0.0420014618891309,0.000595625848585268,-0.452325804426351,0.0640308111548222,-0.0166525139034502,0.00319514610031595,0.0192281181182928,-0.00440823583215023,-0.00331073569374468,0.0323694339571044,-0.00827149288351077,0,-0.0279087881170764,0.00232434631082781,-0.0357180826020792,-0.0409613576310654,0.0953101798043247,0.119801199812621,0.0953101798043247,0.0704516609506113,0.069391993424,0.0518250678645862,0.043744548962857,-0.0175198897128603
"15-03",-0.0198609545636997,0.0184568793538524,-0.0175491972299508,0.0525027431549417,-0.00483770811974455,-0.0196259357241085,-0.0116201878586804,-0.0053308830336188,0.00639190411257061,-0.0257952557366572,-0.0502960150905369,-0.0349496183949389,-0.0100047338793048,-0.0216009237603844,-0.0434672772494824,0.0261883281546217,0.136431979453493,0.106781687158637,0.0138962811076565,-0.0113086179286731,0.00200267089631007,0.0202763373800378,0.00639390683788264,0.0207029500928224,-0.0415776906621499,0,-0.025479085300985,0.00872648103707604,0,-0.0140353181163835,0.127833371509885,0.0317486983145803,0.0298529631496811,0.0334479340675401,0.0275499517682306,0.0298529631496811,0.0230779472825447,0.0360646571319695
"15-04",0.00361629115957602,-0.0464077404004783,0.00848472245300577,-0.0888434102318033,-0.000531151420924435,-0.00762039555006335,0.0636678956240096,0.000829200035504022,-0.010956454069568,-0.00251351599329398,0.0330675813830731,0.0271381330835367,-0.00473756766250928,0.0210198421020632,0.22264049102021,-0.0336952230567561,-0.0496080263234694,-0.0555949747314043,-0.0455779170877717,0.000451583776463524,-0.000833958850769051,0.00917392699322018,-0.0283568635130019,-0.0315892807198542,0.0384469577503318,0.0870113769896297,0.0307064887361367,0.0111359000968351,-0.0183491386681964,-0.0809264903205443,-0.083381608939051,-0.169899036795397,-0.159064694629687,-0.118605742407847,-0.0850370426859122,-0.0502618347808883,-0.0153259704782268,0.0170959120164492
"15-05",0.00949264056773952,0.0621837988861524,0.0104367297631427,0.143507996422392,0.0130599392007425,0.00864568113241738,-0.0532813499291039,0.019290576302302,0.0440577025509381,0.0032304065153992,0.0037613307043341,0.0183831974629123,0.00631192342051282,-0.0116091001876067,0.0105114841208391,0.020181540837287,-0.0500280434279781,0.0559717526566757,0.0284780452216679,-0.000612913130689227,0.0337958672437341,-0.00108602710134242,0.0322132452801158,-0.000637822919465135,-0.0151654829277733,0,-0.0557486247683017,0.0110132563212636,0.0183491386681964,0.0879687729459572,0.0425596144187959,0.121889817609037,0.119059360015988,0.1316778239752,0.132791473981812,0.125769387289034,0.133531392624523,0.0409705684142047
